V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Name R3,Name R2,Name R1,Name B3,Name B2,Name B1,ResponseID,worktimeArray,tasktime,offTask,onTask,totalOnTask,totalOffTask,pageNo,perPagePT,ConsentForm,Consent,Q337,Gender,Gender_TEXT,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,Race_7_TEXT,PixStatement,Q375,B1,B1_1,B1_2,B1_3,B1_4,B2,B2_1,B2_2,B2_3,B2_4,B3,B3_1,B3_2,B3_3,B3_4,TimerBlackInvis_1,TimerBlackInvis_2,TimerBlackInvis_3,TimerBlackInvis_4,BlackInvisibility_1,BlackInvisibility_2,BlackInvisibility_3,BlackInvisibility_4,BlackInvisibility_5,BlackInvisibility_6,BlackInvisibility_7,BlackInvisibility_8,TimerBlkConInvis_1,TimerBlkConInvis_2,TimerBlkConInvis_3,TimerBlkConInvis_4,BlkContemporaryInvis_1,BlkContemporaryInvis_2,BlkContemporaryInvis_3,BlkContemporaryInvis_4,BlkContemporaryInvis_5,BlkContemporaryInvis_6,TimerBlkRaceMini_1,TimerBlkRaceMini_2,TimerBlkRaceMini_3,TimerBlkRaceMini_4,BlkRacismMini_1,BlkRacismMini_2,BlkRacismMini_3,BlkRacismMini_4,BlkRacismMini_5,BlkRacismMini_6,BlkRacismMini_7,BlkRacismMini_8,BlkRacismMini_9,BlkRacismMini_10,TimerGovRep_1,TimerGovRep_2,TimerGovRep_3,TimerGovRep_4,BlkGovtRep_1,BlkGovtRep_2,BlkGovtRep_3,BlkGovtRep_4,BlkGovtRep_5,BlkGovtRep_6,BlkGovtRep_7,BlkGovtRep_8,BlkGovtRep_9,Q353,R1,R1_1,R1_2,R1_3,R1_4,R2,R2_1,R2_2,R2_3,R2_4,R3,R3_1,R3_2,R3_3,R3_4,TimerInvis_1,TimerInvis_2,TimerInvis_3,TimerInvis_4,NtvInvisibility_1,NtvInvisibility_2,NtvInvisibility_3,NtvInvisibility_4,NtvInvisibility_5,NtvInvisibility_6,NtvInvisibility_7,NtvInvisibility_8,TimerContempInvis_1,TimerContempInvis_2,TimerContempInvis_3,TimerContempInvis_4,NtvContemporaryInvis_1,NtvContemporaryInvis_2,NtvContemporaryInvis_3,NtvContemporaryInvis_4,NtvContemporaryInvis_5,NtvContemporaryInvis_6,TimerNtvRaceMini_1,TimerNtvRaceMini_2,TimerNtvRaceMini_3,TimerNtvRaceMini_4,NtvRacismMini_1,NtvRacismMini_2,NtvRacismMini_3,NtvRacismMini_4,NtvRacismMini_5,NtvRacismMini_6,NtvRacismMini_7,NtvRacismMini_8,NtvRacismMini_9,NtvRacismMini_10,TimerNGoveRep_1,TimerNGoveRep_2,TimerNGoveRep_3,TimerNGoveRep_4,NtvGovtRep_1,NtvGovtRep_2,NtvGovtRep_3,NtvGovtRep_4,NtvGovtRep_5,NtvGovtRep_6,NtvGovtRep_7,NtvGovtRep_8,NtvGovtRep_9,RFCommon,RFMediaCoverage,BFCommon,BFMediaCoverage,RFImportant,BFImportant,OE_Respond,SES,BorninUS,Q107,BornWhere,MovedtoUSAge,LongestState,LengthState,FatherUSBorn,MotherUSBorn,PrimaryCaretaker,PrimaryCaretaker_TEXT,PrimaryEd,SecondCaretaker,SecondCaretaker_TEXT,SecondEdu,Age,Religion,Religion_TEXT,Religiosity,LibCon,Q176,Debrief,MTurkCode,DO-BR-FL_466,DO-BR-FL_463,DO-BR-FL_459,DO-BR-FL_455,DO-BR-FL_451,DO-BR-FL_443,DO-BR-FL_285,DO-BR-FL_290,DO-BR-FL_376,DO-BR-FL_391,DO-BR-FL_401,DO-BR-FL_306,DO-BR-FL_381,DO-BR-FL_409,DO-BR-FL_415,DO-BR-FL_419,DO-BR-FL_428,DO-BR-FL_434,DO-BR-FL_439,DO-BL-Commonality,DO-BL-Importance,DO-Q-NtvInvisibility1,DO-Q-BlackInvis1,DO-Q-NtvRaceMini,DO-Q-BlkRaceMini,DO-Q-NtvInvisibility2,DO-Q-BlackInvis2,DO-Q-BlkGovRep,DO-Q-NtvGovRep,LocationLatitude,LocationLongitude,LocationAccuracy
R_d5PnnPXUaHM3zIB,Default Response Set,Anonymous,,,72.209.132.145,0,4/30/2019 13:13,4/30/2019 13:42,0,Sarah,Mathew,Allison,Todd,Connor,Wyatt,R_d5PnnPXUaHM3zIB,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,2,6,4,4,1,2,4,4,4,1,2,4,4,4,3.428,27.517,28.654,13,3,2,2,5,3,3,2,3,3.388,18.127,19.286,7,1,6,2,1,1,2,3.133,69.691,71.2,19,7,1,6,1,2,1,5,2,4,1,6.136,52.869,54.265,13,4,4,4,2,4,4,4,5,3,1,1,2,5,4,4,1,4,2,4,4,1,3,3,4,4,4.219,38.018,39.138,11,3,3,2,3,3,3,2,2,4.607,19.665,21.325,7,3,5,3,3,3,3,5.163,58.693,59.761,18,7,1,7,1,4,4,4,2,5,6,5.184,48.743,50.072,16,6,6,6,2,6,6,4,6,5,3,2,3,5,5,5,"With the larger percentage of African-Americans than native Americans, and a disproportionate amount of media attention given to Black-white relations, I personally feel that as a society, we're more sensitive to blackface than redface. ",4,1,1,United States,0,KS,10,1,1,2,,4,8,67226,4,29,1,,1,4,"I think it's important to take each person on a case by case evaluation--some blacks have no morals, some whites have no morals, some native Americans have no morals-and then you have virtuous and great people from every race.  /  / People seem more separated by class, than race--With a father in the Air Force, I've lived in Dusseldorf, Germany, Seattle, NYC, Wichita. I have more in common with my sister in law's middle class air force black family, than a lower class white family. I've more in common with Syrian born middle class immigrants than I do with Paris Hilton or country rednecks. From Education, thought processes, lifestyle, goals, we are much more similar.  /  / On the topic of tribal costumes redface/blackface, I think that wearing a native american-inspired costume is perfectly fine-the soft leather, and beadwork are amazing. My younger brother (and sister) was given a pair of moccasins by his godmother, from a tribe in Puyallup, Washington, and their tribe ""adopted"" him. He wore the tanned leggings they made him proudly. I don't think red or blackface is appropriate or necessary, that one can like, use and appreciate a style regardless of skin tone, without racism. ",1,,FL_468,FL_464,FL_461,FL_456,FL_453,FL_444,FL_304,,,,,R1|R2|R3,Native Minimization|Native Gov Rep,B1|B3|B2,Black Minimization|Black Gov Rep,,,,,RFMediaCoverage|RFCommon|BFCommon|BFMediaCoverage,BFImportant|RFImportant,5|7|3|1|2|6|4|8,3|6|5|8|4|7|2|1,7|5|9|10|2|1|6|8|4|3,8|7|9|1|4|3|5|6|2|10,5|4|1|3|2|6,2|5|1|3|4|6,7|2|3|5|6|9|1|4|8,2|3|9|4|6|8|5|1|7,,,-1
R_T0Hlm1TtgdlkZk5,Default Response Set,Anonymous,,,24.131.120.63,0,4/30/2019 13:38,4/30/2019 13:58,0,Greg,Mathew,Allison,Claire,Emily,Kristen,R_T0Hlm1TtgdlkZk5,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,3,7,1,3,1,3,7,1,1,1,1,7,3,3,1.682,43.406,44.323,37,3,3,3,5,3,3,5,3,1.448,33.311,35.853,23,1,7,1,3,1,4,1.955,52.124,53.242,36,7,4,4,4,6,4,4,1,5,3,3.913,62.483,63.543,37,4,4,4,4,4,5,1,5,5,1,1,1,7,1,4,1,1,5,5,1,1,1,7,4,4,3.743,25.472,30.265,37,3,3,3,1,1,3,3,3,113.773,134.211,135.282,18,7,1,3,5,7,3,1.751,52.658,53.697,38,4,7,4,5,7,7,4,1,4,1,1.403,51.876,53.587,39,1,1,1,7,1,1,7,1,7,4,1,4,4,4,4,Yes there are more people outraged about black face but it should be any face that ain't ur own,3,1,1,Na,Na,Pennsylvania,30,1,1,2,,5,2,,2,30,2,,4,4,,1,,FL_467,FL_464,FL_461,FL_457,FL_454,FL_445,FL_288,B2|B1|B3,Black Gov Rep|Black Minimization,R2|R1|R3,Native Gov Rep|Native Minimization,,,,,,,,,RFMediaCoverage|BFCommon|BFMediaCoverage|RFCommon,BFImportant|RFImportant,4|8|3|6|7|2|1|5,4|2|3|6|5|1|7|8,8|5|9|2|7|10|6|1|3|4,9|4|6|10|8|7|5|3|1|2,3|1|4|2|5|6,4|1|5|3|2|6,7|2|6|4|9|1|5|8|3,2|6|5|4|1|9|3|7|8,,,-1
R_ZlgoZCfWZr2Ju1j,Default Response Set,Anonymous,,,72.217.117.112,0,4/30/2019 12:09,4/30/2019 12:33,0,Sarah,Anne,Allison,Claire,Connor,Wyatt,R_ZlgoZCfWZr2Ju1j,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,5,5,1,5,1,5,2,2,4,1,3,5,1,4,8.629,69.243,72.167,8,2,3,3,3,2,3,4,4,5.282,38.786,47.502,6,2,6,2,3,3,3,5.918,62.176,68.236,10,5,2,5,3,2,2,6,1,3,2,8.694,73.286,80.442,9,1,1,5,5,2,1,6,5,5,,1,6,3,4,5,1,6,2,2,2,1,6,2,2,4,14.651,61.171,63.214,8,3,2,2,2,2,2,3,3,6.816,35.199,38.206,6,2,6,2,5,5,5,4.925,56.053,58.545,10,5,2,5,5,5,2,2,2,2,2,5.411,53.81,55.705,9,2,5,2,5,5,2,5,6,5,2,2,2,2,5,5,"Yes, but not everyone. We should try and not put everyone into the category of prejudice. Not everyone has prejudice against another race. That is called generalization.  For some groups they do judge people by the skin color. I think that this group does not represent all Americans. People are people no matter what skin color they are. ",3,1,1,N/A,N/A,Washington,67,1,1,1,,1,3,,1,68,3,,7,2,"The question  were you born in the USA I stated yes, then you proceeded to have me answer IF not born in the USA where were you born when I just stated that I WAS born in the USA. The survey would not go any further unless I put something in that box, so I just put N/A.",1,,FL_468,FL_465,FL_461,FL_457,FL_453,FL_444,FL_418,,,,,,,,,R1|B1|B3|B2|R3|R2,FL_430|FL_429,Native Minimization|Native Gov Rep,Black Minimization|Black Gov Rep,BFMediaCoverage|BFCommon|RFCommon|RFMediaCoverage,BFImportant|RFImportant,3|5|1|2|8|7|6|4,6|7|4|5|2|8|3|1,3|10|9|5|4|2|6|7|1|8,3|1|7|10|4|9|2|6|5|8,1|3|5|4|2|6,2|3|1|4|5|6,9|3|5|4|2|6|1|7|8,8|2|1|4|9|7|6|5|3,,,-1
R_QfsVDijXZxYG8St,Default Response Set,Anonymous,,,64.223.86.195,0,4/30/2019 12:17,4/30/2019 12:26,0,Sarah,Anne,Allison,Todd,Connor,Kristen,R_QfsVDijXZxYG8St,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,6,5,6,6,1,3,3,2,3,1,6,5,5,6,2.15,8.6,10.584,9,3,3,4,4,3,4,4,4,1.85,8.697,11.215,7,5,4,5,4,5,6,1.34,9.638,18.305,10,5,5,6,5,6,4,5,5,5,4,2.533,12.606,14.265,10,5,5,5,6,4,5,4,5,4,,1,6,6,5,5,1,6,2,4,2,1,3,4,5,4,10.306,23.934,25.482,8,2,2,3,2,2,3,2,3,1.765,8.018,8.898,7,3,4,3,3,2,3,2.178,17.658,18.843,12,4,6,5,6,4,6,5,5,5,6,6.725,15.446,16.684,9,5,6,5,6,5,5,5,4,6,4,2,4,4,5,6,"Native American have been stereotyped into a sort of novelty, hidden away on reservations, while African Americans are in the news and involved in many conflicts covered by media",5,1,1,United States,,VT,37,1,1,1,,5,8,grandma,2,37,1,,1,6,,1,,FL_468,FL_465,FL_461,FL_456,FL_453,FL_445,FL_418,,,,,,,,,R2|R1|B2|R3|B1|B3,FL_429|FL_430,Native Gov Rep|Native Minimization,Black Gov Rep|Black Minimization,RFCommon|RFMediaCoverage|BFMediaCoverage|BFCommon,RFImportant|BFImportant,1|4|5|7|6|2|3|8,7|2|3|6|5|8|4|1,4|8|6|1|2|7|9|10|3|5,7|9|6|2|3|1|8|10|4|5,3|5|4|1|2|6,1|4|3|5|2|6,3|5|7|1|8|6|9|2|4,9|1|8|3|5|4|7|6|2,,,-1
R_2SH3el8kCEFiVls,Default Response Set,Anonymous,,,68.7.250.198,0,4/30/2019 15:35,4/30/2019 17:03,0,Sarah,Mathew,Allison,Todd,Connor,Kristen,R_2SH3el8kCEFiVls,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,2,6,2,4,1,3,5,4,3,1,1,7,1,4,6.082,37.651,39.19,8,3,2,2,4,4,2,3,3,6.002,20.555,21.622,6,2,6,2,2,2,2,4.951,45.376,46.271,10,5,4,4,5,6,6,6,2,2,2,6.368,43.496,44.416,11,2,2,3,4,2,2,6,5,6,,1,5,3,2,2,1,6,2,6,4,1,2,5,2,4,8.477,54.276,55.271,9,1,2,2,3,1,2,2,2,5.345,25.33,26.126,6,2,6,2,5,6,6,5.55,60.51,61.435,11,3,6,4,5,6,6,2,2,2,4,10.298,45.731,47.276,9,4,4,2,4,4,2,5,6,6,3,2,3,4,6,6,Yes.  People are more sensitive to African Americans than they are to Native Americans.,3,1,,n/a,n/a,California,52,1,1,1,,2,3,,3,53,3,,5,4,None,1,,FL_468,FL_464,FL_461,FL_456,FL_453,FL_445,FL_418,,,,,,,,,R2|B3|B2|R3|R1|B1,FL_429|FL_430,Native Gov Rep|Native Minimization,Black Gov Rep|Black Minimization,RFCommon|RFMediaCoverage|BFCommon|BFMediaCoverage,RFImportant|BFImportant,3|4|1|5|6|8|2|7,5|8|4|3|2|1|7|6,2|10|5|1|7|4|3|8|6|9,7|10|8|6|5|3|1|9|4|2,4|5|1|2|3|6,2|4|5|3|1|6,7|2|5|6|4|8|3|9|1,1|9|8|7|2|6|5|4|3,,,-1
R_OCn71RTQfyuH7C9,Default Response Set,Anonymous,,,209.66.205.193,0,4/30/2019 12:05,4/30/2019 12:15,0,Sarah,Mathew,Brett,Claire,Connor,Kristen,R_OCn71RTQfyuH7C9,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,1,7,1,7,1,1,7,1,7,1,1,7,1,7,2.968,41.363,42.129,10,1,3,4,3,2,2,4,3,2.262,16.966,18.227,6,1,7,1,2,2,3,7.359,34.629,35.762,13,5,4,5,6,6,4,5,2,2,1,2.669,29.441,30.027,11,3,3,3,4,3,5,5,5,6,1,1,3,5,3,5,1,2,2,1,6,1,3,5,3,5,5.691,25.722,26.465,8,3,2,2,3,4,2,4,3,2.7,15.789,16.066,7,2,6,2,4,5,5,3.297,29.228,30.13,10,3,2,5,4,2,1,4,2,4,3,2.568,27.647,28.301,9,5,6,5,6,6,5,5,6,5,3,3,3,3,6,6,"I think that people react stronger to Blackface, even though both Redface and Blackface are equally as offensive. Why is this? I think that society is more inclined to react to a negative depiction of an African American person.",5,1,1,US,1,California,49,1,1,1,,2,3,,5,49,3,,2,3,"I was born in the US, but had to answer the questions as if I said no to that question.",1,,FL_468,FL_464,FL_460,FL_457,FL_453,FL_445,FL_304,,,,,R2|R1|R3,Native Gov Rep|Native Minimization,B2|B1|B3,Black Gov Rep|Black Minimization,,,,,RFCommon|BFMediaCoverage|BFCommon|RFMediaCoverage,BFImportant|RFImportant,4|1|7|6|8|5|3|2,3|7|8|2|6|5|1|4,6|8|5|7|3|2|1|9|4|10,10|4|5|7|2|1|9|6|8|3,2|5|3|4|1|6,5|3|1|2|4|6,9|2|7|3|4|6|1|5|8,8|1|4|2|9|7|6|5|3,,,-1
R_sI22LqLS8OpO2Yh,Default Response Set,Anonymous,,,98.212.221.86,0,4/30/2019 13:06,4/30/2019 13:15,0,Greg,Mathew,Brett,Todd,Connor,Wyatt,R_sI22LqLS8OpO2Yh,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,1,7,1,7,1,1,7,1,7,1,1,7,1,7,3.543,37.182,37.738,8,3,3,3,5,4,1,3,3,3.804,14.313,14.886,6,1,6,1,1,1,3,3.077,35.041,36.09,10,2,7,1,7,7,7,7,1,1,1,3.881,26.505,26.943,10,2,6,1,7,3,1,6,5,7,1,1,2,7,2,7,1,2,7,1,7,1,1,7,1,6,16.699,29.11,30.435,9,2,1,1,1,1,1,2,1,16.394,28.43,29.331,7,2,6,1,4,7,5,15.202,90.97,91.643,13,6,4,6,2,5,7,1,5,4,5,3.247,32.408,38.848,11,4,5,2,5,5,4,5,4,6,2,2,3,3,5,7,Blackface seems way more racist. ,2,1,1,,,Illinois,15,1,1,1,,2,1,,2,30,1,,1,4,,1,,FL_467,FL_464,FL_460,FL_456,FL_453,FL_444,FL_304,,,,,R2|R1|R3,Native Gov Rep|Native Minimization,B3|B2|B1,Black Gov Rep|Black Minimization,,,,,RFMediaCoverage|BFCommon|BFMediaCoverage|RFCommon,RFImportant|BFImportant,1|3|7|5|4|8|6|2,4|6|8|5|3|1|2|7,10|1|6|4|2|5|9|7|3|8,9|10|5|1|2|4|7|3|8|6,2|5|3|4|1|6,4|5|1|3|2|6,8|9|2|1|4|3|6|5|7,8|3|2|9|4|6|5|7|1,,,-1
R_ewy5mHqdaU2X7B7,Default Response Set,Anonymous,,,198.228.170.220,0,4/30/2019 12:12,4/30/2019 12:20,0,Sarah,Anne,Brett,Claire,Connor,Kristen,R_ewy5mHqdaU2X7B7,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,5,6,4,6,1,5,6,5,7,1,5,4,7,3,2.27,12.764,14.734,8,5,4,3,3,4,3,5,4,2.608,10.233,12.813,6,6,5,5,6,5,5,3.164,30.659,32.618,10,7,5,7,7,4,5,6,5,6,6,4.625,31.421,34.243,10,6,4,4,4,6,5,6,6,5,1,1,5,4,5,6,1,5,4,6,5,1,6,5,7,4,2.796,14.142,18.03,8,3,3,4,5,5,4,3,4,4.009,10.245,11.779,6,7,5,6,5,4,7,4.709,19.658,20.923,10,7,5,5,5,5,4,5,5,7,6,4.524,17.692,19.002,9,5,4,5,4,6,6,7,6,6,4,3,5,4,5,4,no all or one,4,1,1,usa,usa,michigan,30,1,1,2,,4,3,,4,30,2,,5,6,good research study,1,,FL_468,FL_465,FL_460,FL_457,FL_453,FL_445,FL_304,,,,,R3|R2|R1,Native Gov Rep|Native Minimization,B1|B2|B3,Black Minimization|Black Gov Rep,,,,,BFMediaCoverage|RFMediaCoverage|BFCommon|RFCommon,BFImportant|RFImportant,3|1|5|8|2|4|6|7,2|4|7|5|3|8|6|1,2|6|4|1|8|3|10|7|9|5,2|3|6|5|7|9|1|8|10|4,2|5|1|4|3|6,5|1|3|2|4|6,6|1|4|5|9|7|3|8|2,6|3|4|5|2|8|1|9|7,,,-1
R_AjR8df2bPU1mLsZ,Default Response Set,Anonymous,,,35.129.77.6,0,4/30/2019 12:13,4/30/2019 12:24,0,Greg,Mathew,Brett,Todd,Connor,Kristen,R_AjR8df2bPU1mLsZ,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,1,7,1,4,1,2,7,2,3,1,1,7,1,4,7.437,37.912,39.252,11,3,2,1,2,1,1,2,1,6.748,30.353,31.389,6,1,6,2,2,4,3,17.753,54.89,55.662,10,7,3,6,2,4,1,5,3,5,3,3.995,44.538,45.489,11,4,3,4,4,4,3,1,5,2,1,1,2,5,2,2,1,3,5,2,2,1,2,5,3,2,5.551,20.122,21.512,8,3,2,2,2,2,2,2,2,3.05,22.09,23.025,6,2,6,4,3,3,4,5.218,39.769,40.687,10,7,1,5,2,1,2,1,5,5,5,3.689,28.736,29.608,9,7,7,6,2,6,1,1,7,2,2,1,3,3,3,3,"I think people do tend to react differently when it comes to Redface and Blackface. People tend to be much much more offended when someone does Blackface, but not as much when it comes to Redface. ",2,1,1,,,CA,25,1,0,1,,1,3,,1,25,1,,1,5,I don't have any other information that I would like to share with the research team. ,1,,FL_467,FL_464,FL_460,FL_456,FL_453,FL_445,FL_288,B2|B3|B1,Black Minimization|Black Gov Rep,R3|R1|R2,Native Minimization|Native Gov Rep,,,,,,,,,RFMediaCoverage|BFMediaCoverage|BFCommon|RFCommon,BFImportant|RFImportant,5|4|2|7|8|3|1|6,2|6|3|7|5|1|8|4,4|8|3|2|7|1|6|5|9|10,8|7|10|5|9|2|4|6|3|1,4|2|3|1|5|6,2|3|5|4|1|6,4|2|3|7|9|5|6|8|1,4|7|6|3|2|5|9|8|1,,,-1
R_Zmbg9OATEcS3szL,Default Response Set,Anonymous,,,174.102.133.230,0,4/30/2019 12:06,4/30/2019 12:23,0,Greg,Anne,Brett,Claire,Connor,Kristen,R_Zmbg9OATEcS3szL,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,1,6,1,5,1,1,7,1,7,1,1,7,1,7,13.461,64.356,65.507,8,2,5,4,3,4,4,3,3,7.348,32.346,34.84,6,1,6,1,2,2,2,8.703,69.116,70.3,12,5,3,3,5,6,6,6,1,1,1,12.021,70.308,71.437,10,2,2,3,5,2,5,5,3,6,,1,1,5,1,7,1,5,4,4,5,1,1,5,1,6,10.222,45.473,47.001,8,2,2,3,2,3,2,3,3,5.699,33.832,34.91,6,5,3,2,4,5,4,9.885,61.071,62.426,10,6,6,6,6,7,6,2,3,5,3,5.224,57.728,58.715,10,7,5,1,7,1,1,6,2,5,2,2,5,5,7,7,"I feel like black people take more offense to it than native americans do, but believe the should both be upset at the same level",2,1,1,United States,na,Wisconsin,33,1,1,1,,3,4,,2,33,1,,1,6,none today,1,,FL_467,FL_465,FL_460,FL_457,FL_453,FL_445,FL_418,,,,,,,,,B2|R1|R2|B1|R3|B3,FL_430|FL_429,Native Gov Rep|Native Minimization,Black Minimization|Black Gov Rep,RFMediaCoverage|BFCommon|BFMediaCoverage|RFCommon,RFImportant|BFImportant,5|4|7|1|3|8|6|2,2|3|5|6|7|1|8|4,2|5|3|8|1|4|9|10|7|6,9|10|3|7|2|6|4|5|8|1,1|5|3|2|4|6,5|4|3|1|2|6,9|2|7|6|1|3|5|8|4,6|4|3|5|8|2|1|9|7,,,-1
R_Z90KibWZOcWofnP,Default Response Set,Anonymous,,,24.159.52.40,0,4/30/2019 12:23,4/30/2019 12:36,0,Greg,Anne,Brett,Todd,Connor,Kristen,R_Z90KibWZOcWofnP,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,1,7,4,4,1,5,3,4,4,1,1,7,1,7,13.806,48.495,49.509,9,4,3,4,5,5,4,4,4,7.156,37.947,38.919,7,1,7,1,3,1,2,7.605,58.518,59.557,11,3,7,3,6,2,6,7,1,1,1,6.915,58.483,59.819,11,5,4,3,7,2,3,6,5,6,1,1,1,3,4,3,1,1,2,2,2,1,1,5,4,3,6.992,26.873,27.661,8,2,4,4,4,2,2,4,4,4.278,24.911,25.624,6,5,6,1,5,6,6,6.5,46.301,47.229,11,4,4,4,3,5,6,3,5,5,3,3.953,35.465,36.426,11,1,3,7,7,2,3,1,3,3,3,1,4,4,7,7,"Yes, I feel as though people will make a bigger deal of blackface than redface. Either way it is offensive and extremely disrespectful thowards each culture. ",3,1,1,n/a,n/a,Tennessee,10,1,1,7,Step-father,5,2,,4,27,1,,1,4,,1,,FL_467,FL_465,FL_460,FL_456,FL_453,FL_445,FL_288,B3|B1|B2,Black Minimization|Black Gov Rep,R2|R3|R1,Native Minimization|Native Gov Rep,,,,,,,,,RFMediaCoverage|BFCommon|BFMediaCoverage|RFCommon,BFImportant|RFImportant,6|5|1|7|2|8|3|4,2|5|7|6|4|1|3|8,1|6|2|7|3|8|4|5|10|9,1|7|4|10|5|9|2|6|8|3,5|1|3|4|2|6,1|4|2|3|5|6,1|6|3|2|8|7|9|5|4,2|9|4|6|5|1|7|3|8,,,-1
R_USJh9D6VZXYTzH3,Default Response Set,Anonymous,,,174.96.26.227,0,4/30/2019 13:31,4/30/2019 13:41,0,Sarah,Mathew,Allison,Todd,Emily,Kristen,R_USJh9D6VZXYTzH3,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,5,5,1,5,1,5,5,5,5,1,5,5,3,6,10.527,39.557,40.305,21,4,3,3,5,4,3,3,2,2.68,21.584,22.558,12,1,7,2,1,1,3,3.538,44.084,44.628,27,6,3,6,2,4,3,3,2,4,2,4.773,38.688,39.481,21,6,4,3,4,4,5,4,6,3,1,1,5,5,3,5,1,5,5,3,5,1,5,5,3,5,2.177,25.877,26.968,19,2,4,4,2,2,4,5,5,2.772,18.016,18.859,12,5,4,2,6,6,2,3.298,36.161,37.01,23,4,6,4,5,6,5,5,3,1,2,3.774,30.769,31.891,23,2,6,2,7,5,3,7,4,7,2,1,3,5,4,4,I think they do.  I think that blackface is seen as directly racist while red face is seen as historical.,2,1,,N/a,N/a,Ohio,30,1,1,2,,4,2,,2,31,1,,2,4,,1,,FL_468,FL_464,FL_461,FL_456,FL_454,FL_445,FL_288,B1|B2|B3,Black Minimization|Black Gov Rep,R3|R1|R2,Native Gov Rep|Native Minimization,,,,,,,,,RFMediaCoverage|RFCommon|BFMediaCoverage|BFCommon,BFImportant|RFImportant,2|5|1|8|6|3|4|7,2|5|6|3|7|8|4|1,7|2|9|4|3|8|6|1|5|10,10|5|6|9|4|1|7|8|2|3,2|1|3|5|4|6,4|1|3|2|5|6,6|9|1|8|4|5|2|7|3,7|8|2|4|1|9|3|5|6,,,-1
R_VIrtj5wgWtlqoHT,Default Response Set,Anonymous,,,12.164.17.130,0,4/30/2019 12:08,4/30/2019 12:17,0,Sarah,Mathew,Allison,Todd,Connor,Wyatt,R_VIrtj5wgWtlqoHT,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,4,4,4,4,1,5,5,5,5,1,3,6,6,6,1.407,10.524,11.101,8,3,3,3,3,3,3,3,3,1.317,5.713,7.057,6,4,4,4,4,4,4,1.577,10.436,10.912,11,4,4,5,5,5,5,4,5,5,4,1.614,10.617,11.315,9,4,5,4,5,5,4,4,5,4,,1,5,4,5,5,1,2,5,5,5,1,5,4,5,5,1.344,6.33,7.845,8,3,3,3,4,3,4,3,4,1.205,5.129,5.975,6,4,5,4,4,5,4,1.564,9.975,10.897,10,5,5,4,4,5,5,4,5,4,5,1.501,9.879,10.717,9,5,5,4,5,4,5,5,5,4,3,3,2,3,2,3,I'm not sure. ,5,1,1,US,Born here,Alabama,36,1,1,1,,2,3,,3,36,3,,2,2,I do not have any additional comments. ,1,,FL_468,FL_464,FL_461,FL_456,FL_453,FL_444,FL_418,,,,,,,,,B3|R2|B2|R1|R3|B1,FL_430|FL_429,Native Minimization|Native Gov Rep,Black Gov Rep|Black Minimization,BFMediaCoverage|RFMediaCoverage|RFCommon|BFCommon,RFImportant|BFImportant,3|8|7|5|1|4|2|6,1|2|3|8|6|5|4|7,7|5|4|8|6|3|10|9|1|2,10|9|1|5|2|8|7|6|3|4,1|2|4|3|5|6,2|1|3|5|4|6,7|8|3|5|6|9|2|1|4,1|3|6|5|2|7|8|9|4,,,-1
